state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,0.0,0.0,1.0,M,0.0,Divorced,Corporate Auto,L1,3,Agent,Two-Door Car,0.5
Oregon,No,0.0,0.5,0.0,F,0.5,Single,Corporate Auto,L3,1,Web,Four-Door Car,0.5
Oregon,No,0.5,0.5,0.0,M,0.5,Married,Personal Auto,L3,4,Agent,SUV,0.5
Nevada,No,0.0,0.5,1.0,F,1.0,Married,Personal Auto,L3,2,Web,Four-Door Car,0.0
Arizona,No,0.0,0.0,1.0,F,0.0,Single,Personal Auto,L3,3,Call Center,Four-Door Car,0.5
Oregon,Yes,0.0,0.0,1.0,F,0.5,Married,Corporate Auto,L1,2,Agent,Two-Door Car,1.0
Arizona,No,0.0,0.5,0.0,M,0.5,Married,Personal Auto,L3,3,Agent,SUV,0.0
California,Yes,0.0,0.5,1.0,F,0.0,Single,Personal Auto,L2,2,Agent,Two-Door Car,0.5
California,No,0.5,0.5,1.0,M,0.0,Married,Personal Auto,L2,1,Agent,Four-Door Car,0.5
Oregon,No,0.5,1.0,0.0,M,0.0,Married,Special Auto,L2,1,Call Center,SUV,0.0
California,No,0.0,0.5,2.0,F,1.0,Married,Personal Auto,L2,3,Branch,Two-Door Car,1.0
California,No,0.0,0.5,1.0,F,0.5,Married,Corporate Auto,L3,1,Agent,Four-Door Car,0.0
Oregon,No,0.5,0.5,1.0,M,0.5,Single,Special Auto,L3,1,Agent,Two-Door Car,0.0
Oregon,No,1.0,0.5,1.0,M,0.5,Married,Corporate Auto,L3,3,Agent,Sports Car,1.0
Oregon,Yes,0.0,0.0,0.0,F,0.5,Divorced,Personal Auto,L2,1,Web,Sports Car,0.5
Arizona,No,0.0,0.5,0.0,F,0.5,Single,Corporate Auto,L3,2,Web,Four-Door Car,0.5
Oregon,No,0.0,0.5,1.0,F,0.5,Married,Personal Auto,L1,2,Branch,Two-Door Car,0.5
Oregon,Yes,0.0,0.5,1.0,M,0.5,Married,Corporate Auto,L3,2,Agent,Two-Door Car,0.5
California,Yes,0.5,0.5,0.0,F,0.5,Divorced,Personal Auto,L3,1,Call Center,Two-Door Car,1.0
Oregon,No,0.5,0.0,1.0,F,0.5,Married,Personal Auto,L3,2,Branch,Four-Door Car,0.5
Arizona,No,0.0,0.0,2.0,F,0.5,Married,Personal Auto,L1,2,Web,Four-Door Car,0.0
Oregon,No,0.5,0.0,1.0,M,0.5,Married,Personal Auto,L2,4,Web,Sports Car,1.0
Nevada,No,1.0,0.5,1.0,M,0.5,Married,Personal Auto,L3,2,Branch,Four-Door Car,0.5
California,Yes,1.0,0.0,0.0,M,0.5,Married,Personal Auto,L1,2,Web,SUV,0.5
California,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,L2,2,Call Center,Four-Door Car,0.5
California,No,0.0,0.5,1.0,M,1.0,Married,Corporate Auto,L3,2,Agent,SUV,0.5
Oregon,No,0.0,0.5,1.0,M,1.0,Single,Personal Auto,L1,2,Web,Four-Door Car,0.5
Oregon,No,0.0,1.0,2.0,F,0.0,Married,Personal Auto,L3,1,Agent,Two-Door Car,0.5
Washington,No,0.0,0.5,1.0,M,0.5,Single,Personal Auto,L3,1,Agent,Luxury SUV,0.5
California,No,0.5,0.5,0.0,F,0.5,Single,Personal Auto,L3,1,Agent,Four-Door Car,0.5
Oregon,No,0.0,1.0,1.0,M,0.5,Married,Personal Auto,L3,4,Agent,Two-Door Car,0.0
California,No,0.5,0.5,2.0,F,0.0,Divorced,Personal Auto,L3,4,Call Center,Two-Door Car,0.5
California,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,L3,3,Call Center,Four-Door Car,0.5
Washington,No,0.0,0.5,1.0,F,1.0,Single,Personal Auto,L1,1,Agent,Four-Door Car,0.5
Nevada,Yes,0.0,0.0,1.0,F,1.0,Married,Personal Auto,L1,2,Branch,SUV,1.0
Oregon,No,0.5,0.5,1.0,F,1.0,Married,Personal Auto,L1,2,Agent,Two-Door Car,0.5
California,No,0.0,0.5,1.0,M,0.0,Married,Corporate Auto,L2,1,Agent,SUV,0.0
Washington,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,L2,2,Call Center,Four-Door Car,0.5
California,Yes,0.0,0.5,0.0,F,0.5,Married,Personal Auto,L3,2,Agent,Four-Door Car,0.5
California,No,0.5,0.5,1.0,M,0.5,Married,Corporate Auto,L1,2,Branch,Four-Door Car,0.0
Arizona,Yes,0.5,1.0,1.0,M,1.0,Married,Personal Auto,L1,3,Agent,Four-Door Car,0.5
Arizona,No,0.0,0.5,2.0,M,0.5,Married,Personal Auto,L3,4,Agent,Four-Door Car,0.5
California,No,0.5,1.0,1.0,M,1.0,Married,Personal Auto,L1,3,Agent,Four-Door Car,0.5
California,No,0.5,0.0,0.0,M,0.5,Single,Personal Auto,L3,2,Call Center,Four-Door Car,0.5
Washington,No,0.0,0.5,1.0,F,0.5,Married,Personal Auto,L1,3,Web,Four-Door Car,0.5
Oregon,Yes,0.5,0.0,0.5,F,0.5,Divorced,Personal Auto,L2,1,Agent,Four-Door Car,1.0
Arizona,No,0.0,1.0,1.0,M,0.0,Married,Personal Auto,L3,1,Call Center,Two-Door Car,1.0
Nevada,No,1.0,0.0,0.0,M,0.5,Single,Personal Auto,L3,1,Agent,Four-Door Car,0.5
Oregon,No,0.0,0.0,1.0,M,0.5,Married,Personal Auto,L2,2,Agent,Four-Door Car,0.0
Oregon,Yes,0.5,0.5,1.0,F,0.5,Married,Personal Auto,L3,2,Agent,SUV,0.5
Nevada,No,0.5,0.5,1.0,M,1.0,Married,Personal Auto,L1,4,Branch,SUV,0.5
Washington,No,0.0,0.5,0.0,F,0.5,Single,Personal Auto,L3,2,Agent,Four-Door Car,1.0
California,No,0.0,0.5,0.0,M,0.5,Married,Personal Auto,L2,1,Agent,Two-Door Car,0.0
Oregon,No,0.0,0.5,1.0,M,0.0,Married,Personal Auto,L3,1,Agent,Four-Door Car,0.5
Nevada,No,1.0,0.5,1.0,F,0.5,Single,Personal Auto,L2,2,Web,Four-Door Car,0.5
Nevada,No,0.5,0.5,1.0,M,1.0,Divorced,Personal Auto,L3,3,Branch,Four-Door Car,0.5
California,No,0.5,1.0,1.0,M,1.0,Single,Personal Auto,L3,2,Web,SUV,0.5
Nevada,No,0.0,0.0,1.0,F,1.0,Single,Personal Auto,L2,2,Branch,Two-Door Car,0.5
Oregon,Yes,1.0,0.0,1.0,F,0.0,Married,Personal Auto,L2,2,Web,Four-Door Car,0.5
Nevada,No,0.0,0.5,1.0,F,1.0,Married,Personal Auto,L1,3,Agent,Four-Door Car,0.5
Arizona,No,0.0,0.5,1.0,F,1.0,Married,Personal Auto,L2,1,Call Center,Four-Door Car,0.5
California,No,0.0,0.5,0.0,F,1.0,Married,Special Auto,L3,1,Branch,Four-Door Car,0.5
Oregon,No,0.0,0.0,1.0,M,0.0,Married,Corporate Auto,L3,3,Agent,SUV,0.0
Arizona,No,0.5,1.0,1.0,M,1.0,Married,Personal Auto,L3,4,Agent,Two-Door Car,0.5
California,No,0.0,0.0,1.0,F,0.5,Single,Corporate Auto,L1,1,Agent,Two-Door Car,0.5
Nevada,No,0.5,0.0,2.0,M,0.5,Divorced,Corporate Auto,L3,1,Branch,Four-Door Car,0.0
Arizona,No,0.0,1.0,0.0,M,1.0,Married,Personal Auto,L1,3,Agent,Sports Car,0.5
Oregon,No,0.0,0.0,1.0,M,0.5,Divorced,Personal Auto,L1,1,Call Center,SUV,0.5
Arizona,No,0.5,0.0,1.0,M,0.0,Married,Corporate Auto,L1,1,Agent,Sports Car,0.5
California,No,0.0,0.5,1.0,F,0.0,Married,Personal Auto,L3,1,Agent,Four-Door Car,1.0
Washington,No,0.0,0.5,1.0,F,1.0,Divorced,Corporate Auto,L3,1,Branch,Two-Door Car,0.5
Oregon,No,0.0,1.0,1.0,M,0.5,Married,Personal Auto,L2,2,Call Center,SUV,1.0
Oregon,No,0.0,0.5,1.0,F,0.5,Married,Personal Auto,L2,4,Branch,Four-Door Car,0.0
Arizona,No,0.5,1.0,1.0,F,0.0,Married,Personal Auto,L2,1,Agent,Four-Door Car,0.5
Arizona,No,0.0,0.5,1.0,M,0.5,Single,Personal Auto,L3,1,Branch,Four-Door Car,0.5
Oregon,No,0.0,0.5,1.0,F,0.0,Married,Corporate Auto,L1,3,Agent,Four-Door Car,0.5
Oregon,No,0.0,0.5,1.0,F,1.0,Married,Personal Auto,L3,2,Branch,Four-Door Car,0.5
Nevada,No,0.0,0.0,1.0,M,0.5,Married,Personal Auto,L3,1,Branch,Four-Door Car,0.0
Arizona,No,0.5,0.5,1.0,F,0.0,Married,Personal Auto,L3,2,Call Center,Four-Door Car,0.5
California,No,0.5,0.5,1.0,F,0.5,Married,Personal Auto,L3,2,Agent,Two-Door Car,0.0
Arizona,No,0.0,1.0,1.0,F,0.0,Divorced,Personal Auto,L3,2,Web,Four-Door Car,0.5
Washington,Yes,1.0,0.0,1.0,F,0.0,Married,Personal Auto,L3,2,Web,Four-Door Car,0.5
California,Yes,0.0,0.0,2.0,F,0.5,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,0.5
Arizona,No,0.5,0.0,1.0,F,0.0,Married,Personal Auto,L1,2,Web,Four-Door Car,0.5
Nevada,No,1.0,0.5,2.0,M,0.5,Divorced,Personal Auto,L3,2,Call Center,Four-Door Car,0.5
Oregon,No,0.5,0.0,1.0,F,1.0,Married,Personal Auto,L1,4,Web,Four-Door Car,0.5
Arizona,No,0.5,0.5,1.0,F,1.0,Married,Personal Auto,L3,4,Web,Sports Car,0.5
Oregon,No,0.0,0.5,1.0,F,1.0,Married,Corporate Auto,L3,3,Agent,SUV,0.5
California,No,1.0,1.0,1.0,M,0.5,Divorced,Personal Auto,L2,2,Branch,Four-Door Car,0.5
Oregon,No,0.0,0.5,1.0,F,1.0,Married,Corporate Auto,L2,1,Agent,Four-Door Car,0.5
California,No,0.5,0.5,1.0,F,0.5,Single,Personal Auto,L3,2,Agent,Sports Car,1.0
California,No,0.0,0.5,1.0,F,0.5,Married,Special Auto,L2,3,Call Center,Sports Car,0.0
California,No,0.0,0.5,2.0,M,1.0,Divorced,Corporate Auto,L1,1,Branch,SUV,1.0
California,No,0.5,0.5,1.0,F,0.0,Married,Personal Auto,L1,2,Agent,Four-Door Car,0.5
Arizona,No,0.5,0.5,0.0,M,0.5,Married,Corporate Auto,L2,4,Agent,Two-Door Car,0.5
Oregon,No,0.0,0.5,0.0,F,0.5,Married,Personal Auto,L3,1,Call Center,Luxury SUV,0.5
California,No,0.0,0.5,1.0,F,0.5,Married,Corporate Auto,L3,1,Agent,Four-Door Car,0.5
Oregon,No,0.5,1.0,1.0,M,0.5,Married,Personal Auto,L2,2,Branch,Four-Door Car,0.5
Arizona,No,0.0,0.5,1.0,M,0.5,Married,Corporate Auto,L3,1,Agent,Four-Door Car,0.5
Arizona,No,0.0,0.5,0.0,F,0.5,Divorced,Personal Auto,L1,3,Agent,Four-Door Car,0.5
Oregon,No,1.0,0.0,1.0,M,0.0,Married,Corporate Auto,L3,4,Agent,Two-Door Car,0.5
Washington,No,0.5,1.0,1.0,F,1.0,Divorced,Corporate Auto,L2,2,Call Center,Sports Car,0.5
Washington,No,0.0,0.5,1.0,M,1.0,Married,Personal Auto,L2,3,Call Center,Four-Door Car,0.5
Oregon,Yes,1.0,0.5,1.0,M,0.5,Married,Personal Auto,L3,2,Branch,Four-Door Car,0.5
Nevada,No,0.0,0.0,1.0,F,1.0,Single,Special Auto,L3,4,Call Center,Four-Door Car,0.5
Oregon,No,0.5,0.0,0.0,F,0.5,Married,Personal Auto,L2,4,Branch,Two-Door Car,0.0
Oregon,Yes,0.5,0.0,1.0,F,0.5,Married,Personal Auto,L1,3,Agent,Four-Door Car,0.0
Arizona,No,0.5,0.0,2.0,M,0.5,Married,Corporate Auto,L1,2,Agent,Four-Door Car,1.0
Arizona,No,0.0,0.5,0.0,F,0.5,Single,Personal Auto,L3,1,Branch,Four-Door Car,0.5
Arizona,No,0.0,0.5,0.0,F,0.5,Single,Personal Auto,L2,1,Web,Two-Door Car,0.0
California,No,0.5,1.0,1.0,F,1.0,Married,Personal Auto,L1,2,Branch,Two-Door Car,0.5
Arizona,No,0.0,0.5,0.0,M,0.5,Single,Corporate Auto,L2,1,Branch,Four-Door Car,0.0
Washington,No,0.5,0.5,1.0,F,0.5,Married,Personal Auto,L2,2,Web,Two-Door Car,0.5
Nevada,No,0.0,0.0,0.0,M,0.5,Single,Corporate Auto,L1,1,Call Center,Sports Car,0.5
Washington,No,1.0,0.0,1.0,F,0.5,Married,Personal Auto,L3,3,Call Center,Four-Door Car,0.0
California,Yes,0.0,1.0,1.0,M,0.5,Married,Personal Auto,L3,1,Branch,Four-Door Car,0.0
Arizona,No,0.0,0.0,1.0,F,1.0,Single,Corporate Auto,L3,4,Agent,Four-Door Car,0.5
California,No,0.5,0.0,0.0,F,0.5,Single,Personal Auto,L2,1,Branch,Four-Door Car,0.0
Oregon,No,0.0,0.5,1.0,F,0.0,Married,Personal Auto,L1,1,Agent,Four-Door Car,0.5
California,No,0.0,0.5,1.0,M,0.5,Married,Corporate Auto,L1,2,Branch,SUV,0.0
Nevada,No,0.5,0.0,1.0,M,0.5,Married,Personal Auto,L3,3,Agent,Two-Door Car,0.5
California,No,0.5,0.0,1.0,F,0.5,Single,Personal Auto,L2,3,Call Center,Luxury Car,0.0
Nevada,No,0.0,0.5,1.0,M,1.0,Single,Corporate Auto,L2,1,Branch,Two-Door Car,0.5
Washington,No,0.5,0.5,0.0,M,0.5,Single,Personal Auto,L2,2,Call Center,Four-Door Car,0.5
Washington,Yes,0.0,0.5,0.0,F,0.5,Divorced,Corporate Auto,L3,1,Branch,Four-Door Car,0.0
Oregon,Yes,1.0,1.0,2.0,F,0.5,Divorced,Personal Auto,L3,1,Web,SUV,0.5
Oregon,No,0.0,0.5,0.0,M,0.5,Single,Personal Auto,L3,1,Call Center,Two-Door Car,0.5
Arizona,No,0.5,0.5,1.0,F,1.0,Single,Personal Auto,L3,1,Call Center,SUV,0.5
Oregon,No,0.0,0.0,0.0,F,0.5,Single,Corporate Auto,L1,2,Branch,Two-Door Car,0.5
Oregon,Yes,0.5,0.5,0.5,M,0.5,Married,Corporate Auto,L3,2,Agent,Two-Door Car,0.5
Arizona,No,1.0,0.5,2.0,F,0.5,Married,Corporate Auto,L3,1,Call Center,SUV,0.5
Washington,No,0.0,1.0,1.0,F,0.5,Single,Personal Auto,L3,2,Agent,Two-Door Car,0.5
Oregon,No,0.0,0.5,1.0,F,1.0,Married,Personal Auto,L3,1,Branch,Sports Car,0.5
California,No,1.0,0.0,0.0,M,0.5,Single,Personal Auto,L3,1,Agent,Four-Door Car,0.5
Oregon,No,1.0,0.5,1.0,M,0.0,Divorced,Personal Auto,L3,1,Web,Four-Door Car,0.5
Oregon,No,0.5,0.5,1.0,M,0.0,Married,Personal Auto,L3,1,Agent,Four-Door Car,0.5
California,No,0.5,0.0,1.0,M,0.5,Married,Personal Auto,L3,4,Branch,Two-Door Car,0.5
Nevada,No,1.0,0.0,0.0,F,0.5,Single,Personal Auto,L2,2,Call Center,Four-Door Car,0.5
Washington,No,1.0,0.5,1.0,M,0.5,Married,Corporate Auto,L2,1,Agent,Four-Door Car,0.5
California,No,0.5,0.0,0.0,F,0.5,Single,Personal Auto,L1,1,Call Center,SUV,0.5
Oregon,No,1.0,0.5,0.0,M,0.5,Divorced,Personal Auto,L2,1,Agent,Four-Door Car,0.5
Arizona,Yes,0.0,0.5,1.0,F,1.0,Divorced,Personal Auto,L2,2,Web,Two-Door Car,0.5
Nevada,Yes,0.0,1.0,1.0,F,0.0,Married,Corporate Auto,L3,2,Web,Four-Door Car,1.0
California,No,0.5,0.0,1.0,F,1.0,Married,Personal Auto,L3,1,Agent,Two-Door Car,0.5
Nevada,No,0.5,0.5,1.0,M,0.5,Single,Personal Auto,L3,2,Agent,Four-Door Car,0.0
Oregon,Yes,0.0,0.5,2.0,F,0.5,Married,Personal Auto,L3,2,Call Center,Four-Door Car,0.5
Arizona,Yes,0.0,0.5,0.0,F,0.5,Married,Corporate Auto,L3,1,Agent,SUV,0.5
Nevada,No,0.0,0.0,1.0,M,0.5,Divorced,Personal Auto,L3,3,Web,Four-Door Car,0.5
Nevada,Yes,0.0,0.5,1.0,M,0.5,Married,Personal Auto,L3,1,Agent,SUV,0.5
Oregon,No,0.0,0.0,1.0,F,0.0,Married,Corporate Auto,L3,4,Agent,Four-Door Car,0.5
Oregon,No,0.0,0.0,2.0,F,0.5,Married,Personal Auto,L2,2,Branch,Four-Door Car,0.5
California,Yes,0.0,0.5,0.5,M,0.5,Single,Personal Auto,L3,1,Agent,Two-Door Car,0.5
Nevada,No,0.5,1.0,1.0,F,1.0,Married,Corporate Auto,L1,1,Call Center,SUV,0.5
California,No,0.0,1.0,0.0,M,0.5,Married,Personal Auto,L3,1,Agent,Sports Car,1.0
Nevada,No,0.0,0.5,1.0,F,1.0,Married,Personal Auto,L1,2,Web,Four-Door Car,0.0
California,No,0.0,0.5,1.0,F,0.0,Married,Corporate Auto,L1,1,Web,Four-Door Car,0.5
Oregon,Yes,0.0,0.5,1.0,M,0.5,Single,Personal Auto,L3,2,Call Center,Four-Door Car,0.0
California,No,0.5,0.0,0.0,M,0.5,Single,Personal Auto,L3,1,Agent,Two-Door Car,1.0
Oregon,No,0.5,0.5,0.0,F,0.5,Single,Personal Auto,L2,1,Branch,Four-Door Car,0.5
Arizona,No,1.0,0.5,2.0,M,0.5,Divorced,Personal Auto,L3,1,Call Center,SUV,1.0
Oregon,No,0.0,0.5,0.0,M,0.5,Single,Personal Auto,L1,1,Branch,Sports Car,0.0
Arizona,Yes,0.0,0.5,1.0,M,0.5,Single,Personal Auto,L1,2,Call Center,Four-Door Car,0.0
Arizona,No,0.5,0.5,1.0,F,0.5,Married,Personal Auto,L2,3,Branch,Two-Door Car,0.5
Nevada,No,0.5,0.0,1.0,F,1.0,Single,Corporate Auto,L3,2,Agent,Four-Door Car,0.0
California,No,0.0,0.5,1.0,F,1.0,Married,Personal Auto,L2,2,Agent,Two-Door Car,0.5
Oregon,No,0.0,1.0,2.0,M,0.0,Married,Personal Auto,L1,1,Call Center,SUV,0.5
California,No,0.5,1.0,1.0,F,1.0,Married,Corporate Auto,L2,1,Agent,SUV,0.5
Washington,No,0.0,0.0,0.0,F,0.5,Single,Personal Auto,L2,1,Web,Four-Door Car,1.0
California,Yes,0.0,0.0,0.5,F,0.5,Divorced,Corporate Auto,L3,1,Branch,Four-Door Car,0.5
Washington,No,0.0,0.5,1.0,F,1.0,Single,Personal Auto,L3,3,Branch,SUV,0.5
Oregon,No,0.0,0.5,1.0,M,0.5,Married,Corporate Auto,L3,1,Agent,Two-Door Car,0.0
Arizona,No,0.0,0.0,1.0,M,0.0,Married,Personal Auto,L3,4,Call Center,Four-Door Car,0.5
California,No,1.0,0.5,0.0,M,0.5,Single,Personal Auto,L2,1,Branch,Four-Door Car,0.5
California,No,0.5,0.0,1.0,F,0.5,Married,Corporate Auto,L3,3,Agent,Four-Door Car,0.5
Oregon,Yes,0.0,0.0,0.0,M,0.5,Married,Personal Auto,L3,2,Call Center,Two-Door Car,0.5
Washington,No,0.0,0.5,0.0,F,0.5,Single,Corporate Auto,L1,1,Branch,Four-Door Car,1.0
Arizona,No,0.5,0.5,1.0,F,0.5,Married,Corporate Auto,L1,3,Agent,SUV,0.5
California,No,0.0,0.5,2.0,F,0.5,Married,Corporate Auto,L3,3,Agent,Two-Door Car,0.5
California,No,0.0,0.5,1.0,F,0.5,Divorced,Personal Auto,L3,4,Web,Two-Door Car,1.0
California,Yes,0.5,0.5,0.5,F,0.5,Single,Corporate Auto,L1,1,Branch,Four-Door Car,0.0
Nevada,No,0.0,0.5,2.0,F,0.5,Married,Personal Auto,L3,1,Agent,Two-Door Car,0.0
Nevada,No,0.0,0.5,1.0,M,1.0,Divorced,Personal Auto,L1,3,Agent,Four-Door Car,0.5
Oregon,No,0.0,0.5,1.0,M,0.5,Divorced,Corporate Auto,L2,1,Call Center,Luxury SUV,0.0
Washington,No,1.0,0.5,2.0,F,0.5,Married,Corporate Auto,L2,1,Agent,Four-Door Car,0.5
Nevada,No,1.0,0.5,0.0,F,1.0,Married,Personal Auto,L2,4,Agent,Two-Door Car,0.5
Oregon,No,0.0,1.0,1.0,M,1.0,Married,Personal Auto,L2,2,Agent,SUV,0.5
Oregon,No,1.0,0.5,1.0,F,0.0,Married,Personal Auto,L3,2,Agent,SUV,0.0
Washington,No,0.5,0.5,0.0,F,0.5,Single,Corporate Auto,L3,3,Agent,Four-Door Car,0.5
Oregon,No,0.0,0.0,2.0,F,0.5,Married,Personal Auto,L3,1,Web,Four-Door Car,0.0
Nevada,No,0.0,1.0,1.0,F,0.0,Married,Personal Auto,L3,4,Call Center,Four-Door Car,0.5
Nevada,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,L3,2,Branch,Two-Door Car,0.5
Oregon,No,0.0,0.5,1.0,F,0.5,Married,Personal Auto,L3,3,Call Center,SUV,0.5
Arizona,No,1.0,0.5,2.0,F,0.5,Married,Personal Auto,L1,4,Call Center,Four-Door Car,0.5
California,No,0.5,0.5,1.0,F,1.0,Married,Personal Auto,L3,1,Agent,SUV,0.5
Oregon,No,0.0,0.5,1.0,M,1.0,Single,Personal Auto,L3,2,Branch,Four-Door Car,0.5
California,No,0.0,0.5,1.0,F,1.0,Single,Personal Auto,L2,1,Web,Four-Door Car,0.5
Oregon,No,1.0,0.5,0.0,M,0.5,Single,Personal Auto,L3,3,Agent,Four-Door Car,0.0
California,No,0.0,0.0,1.0,M,0.5,Married,Personal Auto,L3,3,Branch,Luxury Car,0.5
Oregon,No,0.0,0.0,2.0,F,0.5,Divorced,Personal Auto,L1,2,Call Center,Four-Door Car,0.5
Oregon,No,0.0,0.5,0.0,M,0.5,Single,Personal Auto,L2,1,Agent,SUV,0.5
Nevada,No,0.0,0.0,1.0,M,1.0,Married,Personal Auto,L3,2,Web,Four-Door Car,0.5
Oregon,No,0.0,0.5,0.0,F,0.5,Married,Personal Auto,L3,1,Call Center,Sports Car,0.5
Oregon,No,0.0,0.5,1.0,F,0.0,Married,Personal Auto,L3,4,Call Center,Four-Door Car,1.0
Nevada,No,0.0,1.0,1.0,F,0.0,Married,Personal Auto,L3,1,Agent,Four-Door Car,0.5
California,No,0.5,0.5,1.0,F,0.0,Divorced,Personal Auto,L3,1,Branch,Four-Door Car,0.5
California,No,0.0,0.5,1.0,F,0.0,Divorced,Personal Auto,L3,1,Agent,SUV,0.5
Oregon,No,0.0,0.5,1.0,M,0.5,Married,Corporate Auto,L3,2,Branch,SUV,0.5
Arizona,Yes,0.0,1.0,1.0,M,0.0,Divorced,Personal Auto,L3,2,Branch,Four-Door Car,0.0
Arizona,No,0.0,1.0,2.0,M,1.0,Married,Personal Auto,L3,3,Agent,Four-Door Car,1.0
Oregon,Yes,0.0,0.5,1.0,M,1.0,Married,Corporate Auto,L3,1,Agent,SUV,0.5
Arizona,No,0.5,0.0,0.0,M,0.5,Single,Personal Auto,L3,1,Web,Four-Door Car,0.5
California,No,0.0,0.0,1.0,F,0.5,Married,Personal Auto,L1,3,Agent,Four-Door Car,0.5
California,Yes,0.0,0.0,1.0,M,0.0,Married,Special Auto,L3,2,Agent,Two-Door Car,0.5
Oregon,No,0.0,1.0,1.0,F,1.0,Married,Personal Auto,L3,2,Call Center,Two-Door Car,0.5
Arizona,No,0.0,0.5,0.0,F,0.5,Married,Personal Auto,L3,3,Call Center,Four-Door Car,0.5
Oregon,No,0.0,0.5,2.0,F,0.5,Married,Personal Auto,L3,1,Agent,Two-Door Car,0.5
California,Yes,0.0,0.0,1.0,M,0.5,Married,Personal Auto,L2,2,Call Center,Four-Door Car,0.0
California,No,0.5,0.5,1.0,F,1.0,Married,Personal Auto,L3,1,Call Center,Four-Door Car,0.5
Oregon,No,0.0,0.5,1.0,M,0.5,Divorced,Personal Auto,L3,4,Call Center,Two-Door Car,0.5
Oregon,No,0.0,0.5,1.0,F,1.0,Married,Special Auto,L2,3,Agent,Four-Door Car,0.5
Washington,No,1.0,1.0,1.0,F,1.0,Married,Corporate Auto,L1,3,Agent,SUV,0.5
California,No,1.0,0.5,2.0,F,0.5,Married,Personal Auto,L2,1,Agent,Four-Door Car,0.0
Oregon,No,1.0,0.5,2.0,F,0.5,Married,Personal Auto,L2,1,Branch,Four-Door Car,0.5
California,No,0.0,1.0,0.0,M,0.5,Married,Personal Auto,L1,2,Agent,Two-Door Car,0.5
Nevada,Yes,0.0,0.5,0.0,F,0.5,Married,Personal Auto,L3,2,Call Center,Four-Door Car,1.0
California,No,0.0,0.5,0.0,F,0.5,Single,Personal Auto,L3,1,Branch,Two-Door Car,0.5
Nevada,Yes,0.0,0.5,0.5,M,0.5,Married,Personal Auto,L3,2,Agent,Sports Car,0.5
Oregon,No,0.0,0.5,1.0,M,0.5,Married,Corporate Auto,L3,3,Web,Four-Door Car,0.5
Arizona,No,0.5,0.5,0.0,M,0.5,Married,Personal Auto,L1,2,Agent,SUV,1.0
Washington,No,0.5,0.5,0.0,M,0.5,Single,Corporate Auto,L3,2,Call Center,Four-Door Car,0.0
Nevada,No,0.0,1.0,1.0,F,0.0,Married,Personal Auto,L1,2,Branch,Two-Door Car,1.0
Arizona,Yes,0.5,0.0,1.0,M,0.5,Single,Personal Auto,L3,1,Agent,Four-Door Car,0.5
Arizona,No,0.5,0.0,1.0,F,0.0,Divorced,Corporate Auto,L3,2,Branch,Sports Car,0.5
Arizona,No,0.0,0.5,1.0,F,0.5,Married,Personal Auto,L3,4,Branch,Four-Door Car,0.0
Oregon,No,0.5,0.5,2.0,M,0.5,Married,Personal Auto,L1,1,Call Center,Luxury SUV,0.5
Washington,No,0.0,0.5,1.0,M,0.0,Married,Personal Auto,L3,1,Agent,Two-Door Car,0.5
Nevada,No,1.0,0.5,1.0,M,0.0,Married,Personal Auto,L2,1,Web,Four-Door Car,0.5
California,No,0.5,0.5,1.0,M,0.5,Single,Personal Auto,L3,1,Branch,Four-Door Car,0.5
Nevada,No,0.0,0.5,1.0,F,0.5,Married,Personal Auto,L2,4,Agent,Sports Car,1.0
California,No,0.0,1.0,1.0,M,0.5,Single,Special Auto,L1,2,Call Center,Two-Door Car,0.5
Oregon,No,0.5,0.0,0.0,F,0.5,Single,Corporate Auto,L3,1,Agent,Two-Door Car,0.5
Nevada,No,0.0,0.5,0.0,M,0.0,Married,Personal Auto,L3,4,Web,Two-Door Car,0.5
Oregon,No,1.0,1.0,1.0,F,1.0,Divorced,Personal Auto,L2,1,Agent,Four-Door Car,0.5
Arizona,No,0.5,1.0,0.0,M,0.5,Married,Corporate Auto,L2,2,Call Center,Two-Door Car,1.0
California,No,0.0,0.0,1.0,F,0.0,Married,Corporate Auto,L3,1,Agent,Four-Door Car,0.5
Oregon,No,0.0,0.5,0.0,M,0.5,Divorced,Personal Auto,L3,2,Agent,Sports Car,0.5
Arizona,No,0.5,0.0,0.0,M,0.5,Married,Corporate Auto,L2,1,Agent,Four-Door Car,0.5
California,No,0.0,0.5,1.0,M,0.5,Married,Corporate Auto,L3,2,Web,Sports Car,0.5
Oregon,Yes,0.5,0.5,0.5,M,0.5,Married,Personal Auto,L2,2,Agent,Two-Door Car,0.5
Arizona,No,0.0,0.5,0.0,M,0.5,Divorced,Corporate Auto,L3,2,Branch,Four-Door Car,0.0
Washington,No,0.0,0.5,0.0,F,0.5,Single,Personal Auto,L3,2,Agent,Four-Door Car,0.5
Washington,No,0.0,0.0,1.0,F,0.0,Married,Personal Auto,L3,3,Branch,Two-Door Car,0.5
